Assessment_Date,Address,Building_Alarm_System,Building_Sprinklered,Fire_Extinguishers,LatLong,Latitude,Longitude
2021-11-24,41 Ferndale ,Yes,Yes,Yes,"(52.44635945, -9.042955943714642)",52.44635945,-9.042955943714642
2021-11-24,21 kempenfelt Dr,Yes,Yes,Yes,"(44.38971584756605, -79.67868510353993)",44.38971584756605,-79.67868510353993
2021-11-24,108 Kempenfelt dr,Yes,No,Yes,"(44.391672312831496, -79.67284046542979)",44.391672312831496,-79.67284046542979
2021-11-25,306 Essa Rd,Yes,Yes,Yes,"(44.35452265, -79.69851420756437)",44.35452265,-79.69851420756437
2021-11-26,47 Blake st,Yes,No,Yes,"(-42.4489393, 171.1949874)",-42.4489393,171.1949874
2021-11-29,260 Leacock Dr,Yes,Yes,Yes,"(44.3848825, -79.7123376)",44.3848825,-79.7123376
2021-11-30,1 Quail,Yes,No,Yes,"(30.937174, -95.321826)",30.937174,-95.321826
2021-11-30,262 Rose St. ,Yes,No,Yes,"(44.4092473, -79.6741435)",44.4092473,-79.6741435
2021-11-30,193 Edgehill dr,Yes,No,Yes,"(44.382934762877056, -79.71658312601025)",44.382934762877056,-79.71658312601025
2021-11-30,175 Edgehill ,Yes,No,Yes,"(41.69946845, -111.81367988999999)",41.69946845,-111.81367988999999
2021-11-30,183 Edgehill ,Yes,No,Yes,"(44.38310895951281, -79.71560293246831)",44.38310895951281,-79.71560293246831
2021-12-02,191 Edgehill Dr. ,Yes,Yes,No,"(44.382969602204206, -79.71638708730187)",44.382969602204206,-79.71638708730187
2021-12-07,41 Coulter,Yes,Yes,Yes,"(47.407338249999995, -122.81768398874199)",47.407338249999995,-122.81768398874199
2021-12-07,295 Cundles ,Yes,Yes,Yes,"(44.4148198, -79.681147)",44.4148198,-79.681147
2021-12-07,299 Cundles,Yes,Yes,Yes,"(44.4132501, -79.68133840808275)",44.4132501,-79.68133840808275
2021-12-08,98 Holgate,Yes,Yes,Yes,"(44.37026844953412, -79.68318251877487)",44.37026844953412,-79.68318251877487
2021-12-08,90 Holgate ,Yes,Yes,Yes,"(52.939425150000005, -1.1477472340049168)",52.939425150000005,-1.1477472340049168
2021-12-08,37 Peel,Yes,Yes,Yes,"(52.515248, 5.7247801)",52.515248,5.7247801
2021-12-08,215 Dunlop St East,Yes,No,Yes,"(44.3892613, -79.6810777)",44.3892613,-79.6810777
2021-12-10,43 Coulter,Yes,Yes,Yes,"(-38.0032497, 175.37115)",-38.0032497,175.37115
2021-12-10,39 Coulter,Yes,Yes,Yes,"(44.4016188, -79.7067196)",44.4016188,-79.7067196
2021-12-16,404 Veterans,Yes,No,Yes,"(6.2729938, 124.7993338)",6.2729938,124.7993338
2021-12-16,408 Veterans,Yes,No,Yes,"(6.2729938, 124.7993338)",6.2729938,124.7993338
2021-12-16,412 veterans ,Yes,No,Yes,"(6.2729938, 124.7993338)",6.2729938,124.7993338
2021-12-16,416 Veterans,Yes,No,Yes,"(6.2729938, 124.7993338)",6.2729938,124.7993338
2021-12-17,11 Cheltenham rd.,Yes,Yes,Yes,"(51.5743605, -0.0073658)",51.5743605,-0.0073658
2021-12-17,35 Blake Street,Yes,Yes,Yes,"(42.26542565, -71.10715624566467)",42.26542565,-71.10715624566467
2021-12-17,125 Wellington Ave. ,Yes,Yes,Yes,"(43.1461574, -77.6410314)",43.1461574,-77.6410314
2021-12-17,49 jacobs terrace,Yes,Yes,Yes,"(44.3717252, -79.6979041)",44.3717252,-79.6979041
2021-12-17,19 Cheltenham,Yes,Yes,Yes,"(51.8872865, -2.0880256323270623)",51.8872865,-2.0880256323270623
2022-01-27,101 Kozlov,Yes,No,Yes,"(49.4113944, 15.7017804)",49.4113944,15.7017804
2022-02-10,12 kozlov street,Yes,Yes,Yes,"(44.40505585, -79.70762083144496)",44.40505585,-79.70762083144496
2022-02-17,18 Sophia street,Yes,Yes,Yes,"(-33.940353, 18.416640689324325)",-33.940353,18.416640689324325
2022-02-24,371 king - Unit 1 & 2,No,No,No,"(53.7256216, -1.8698763352066172)",53.7256216,-1.8698763352066172
2022-02-24,371 king unit 4,No,No,No,"(53.72505665, -1.8709663336800135)",53.72505665,-1.8709663336800135
2022-03-09,190 Cundles Rd E - Unit 107,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-09,190 Cundles Rd E - Unit 103,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-09,190 Cundles Rd E - Unit 001,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-15,190 Cundles Rd E - Unit 302,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-09,190 Cundles Rd E - Unit 105,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-09,190 Cundles Rd E - Unit 101,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-09,190 Cundles Rd E - Unit 102,No,No,No,"(44.4161982, -79.6740464)",44.4161982,-79.6740464
2022-03-24,136 Bayfield Street - 3rd floor,No,No,No,"(-37.5484742, 143.7753156)",-37.5484742,143.7753156
2022-03-24,136 Bayfield Street - 2nd floor,No,No,No,"(-37.5484742, 143.7753156)",-37.5484742,143.7753156
2022-03-24,136 Bayfield Street - 1st floor,No,No,No,"(-37.5484742, 143.7753156)",-37.5484742,143.7753156
,136 Bayfield Street - 1st floor,No,No,No,"(-37.5484742, 143.7753156)",-37.5484742,143.7753156
2022-06-28,171 Collier St,Yes,Yes,Yes,"(44.3911314, -79.6793665)",44.3911314,-79.6793665
2022-06-30,2 Kozlov St,Yes,Yes,Yes,"(44.4041543, -79.7063046)",44.4041543,-79.7063046
2022-07-12,101 Georgian drive ,Yes,Yes,No,"(44.41301525, -79.66572849566653)",44.41301525,-79.66572849566653
2022-07-14,380 Duckworth Rd,Yes,Yes,No,"(30.939846441049628, -83.5641728293144)",30.939846441049628,-83.5641728293144
2022-07-15,111 Dambrosio,Yes,Yes,Yes,"(-21.9344599, -46.4208076)",-21.9344599,-46.4208076
2022-08-08,100 little ave,Yes,Yes,Yes,"(43.9104968, -78.6946402)",43.9104968,-78.6946402
2022-08-31,90 Little,Yes,Yes,Yes,"(-25.0813889, 27.9286111)",-25.0813889,27.9286111
2022-09-28,75 Ellen,Yes,Yes,Yes,"(52.998965, 6.5403409)",52.998965,6.5403409
2022-11-17,181 Collier St,Yes,Yes,Yes,"(44.3912052, -79.6791068)",44.3912052,-79.6791068
2022-12-21,25 Meadow Lane,Yes,No,Yes,"(37.48052305, -122.21356259993783)",37.48052305,-122.21356259993783
,37 Johnson,Yes,Yes,Yes,"(31.0843570150499, -96.21440304076339)",31.0843570150499,-96.21440304076339
2023-02-08,380 Essa road ,Yes,No,Yes,"(44.3497328262699, -79.70153910547384)",44.3497328262699,-79.70153910547384
2023-02-08,380 Essa road ,No,No,No,"(44.3497328262699, -79.70153910547384)",44.3497328262699,-79.70153910547384
2023-02-21,76 Ardagh,Yes,No,Yes,"(43.657032, -79.48198337041336)",43.657032,-79.48198337041336
,15 Queen Street,No,No,Yes,"(51.5222708, -0.7199988)",51.5222708,-0.7199988
,15 Queen Street,No,No,No,"(51.5222708, -0.7199988)",51.5222708,-0.7199988
,140 &150 Dunlop st,Yes,Yes,Yes,"(53.2200965, -0.5396232)",53.2200965,-0.5396232
,140 &150 Dunlop st,No,No,No,"(53.2200965, -0.5396232)",53.2200965,-0.5396232
,363 Duckworth St,Yes,No,No,"(44.4090229, -79.6738097)",44.4090229,-79.6738097
2023-02-24,2 Toronto St. ,No,No,No,"(47.59296435, -52.71232871230938)",47.59296435,-52.71232871230938
,37 ellen,Yes,Yes,Yes,"(52.9989043, 6.5401158)",52.9989043,6.5401158
,33 Ellen,Yes,Yes,Yes,"(52.92790445, 10.756842040593645)",52.92790445,10.756842040593645
,186 Grove St.,Yes,No,Yes,"(42.06715815, -71.42554392898771)",42.06715815,-71.42554392898771
,186 Grove St.,No,No,No,"(42.06715815, -71.42554392898771)",42.06715815,-71.42554392898771
,9 Queen Street,Yes,No,Yes,"(55.8582052, -4.2527472)",55.8582052,-4.2527472
,9 Queen Street,No,No,No,"(55.8582052, -4.2527472)",55.8582052,-4.2527472
,95 Clapperton,Yes,No,Yes,"(44.39411031, -79.69118848000001)",44.39411031,-79.69118848000001
,101 Clapperton,Yes,No,Yes,"(44.3945445, -79.6915522)",44.3945445,-79.6915522
,101 Clapperton,No,No,No,"(44.3945445, -79.6915522)",44.3945445,-79.6915522
,681 Yonge st,Yes,Yes,Yes,"(44.74382911428572, -79.88995617142857)",44.74382911428572,-79.88995617142857
,681 Yonge st,No,No,No,"(44.74382911428572, -79.88995617142857)",44.74382911428572,-79.88995617142857
,131 Berczy St,Yes,No,Yes,"(44.396441915176716, -79.68587490122485)",44.396441915176716,-79.68587490122485
,131 Berczy St,No,No,No,"(44.396441915176716, -79.68587490122485)",44.396441915176716,-79.68587490122485
2023-03-23,359 duckworth ,Yes,No,No,"(44.408291659999996, -79.67393918)",44.408291659999996,-79.67393918
2023-03-23,359 duckworth ,No,No,No,"(44.408291659999996, -79.67393918)",44.408291659999996,-79.67393918
,155 Dunlop st w,Yes,Yes,Yes,"(44.3858466, -79.6975739)",44.3858466,-79.6975739
,155 Dunlop st w,No,No,No,"(44.3858466, -79.6975739)",44.3858466,-79.6975739
2023-03-28,174 grove st,Yes,No,Yes,"(42.1944446, -70.99123252620313)",42.1944446,-70.99123252620313
2023-03-28,174 grove st,No,No,No,"(42.1944446, -70.99123252620313)",42.1944446,-70.99123252620313
2023-05-18,100 dean Ave,Yes,Yes,Yes,"(42.085473199999996, -71.39392863280092)",42.085473199999996,-71.39392863280092
2023-05-18,100 dean Ave,No,No,No,"(42.085473199999996, -71.39392863280092)",42.085473199999996,-71.39392863280092
